Occupancy,SpecificOccupId,Source,Description,Stories,Comment,m4,m3,m2,m1,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,DDF_ID,Basement,HazardRiverine,HazardCV,HazardCA,SortOrder
COM10,C10LB,USACE - Galveston,"Garage, Contents (Inventory)",Low Rise,,0,0,0,0,0,11,17,20,23,25,29,35,42,51,63,77,93,100,100,100,100,100,100,100,100,100,100,100,100,357,1,1,1,1,410
COM10,C10MN,USACE - Galveston,"Garage, Contents (Inventory)",Mid Rise,,0,0,0,0,0,11,17,20,23,25,29,35,42,51,63,77,93,100,100,100,100,100,100,100,100,100,100,100,100,357,,1,1,1,411
COM10,C10MB,USACE - Galveston,"Garage, Contents (Inventory)",Mid Rise,,0,0,0,0,0,11,17,20,23,25,29,35,42,51,63,77,93,100,100,100,100,100,100,100,100,100,100,100,100,357,1,1,1,1,412
COM10,C10HN,USACE - Galveston,"Garage, Contents (Inventory)",High Rise,,0,0,0,0,0,11,17,20,23,25,29,35,42,51,63,77,93,100,100,100,100,100,100,100,100,100,100,100,100,357,,1,1,1,413
COM10,C10HB,USACE - Galveston,"Garage, Contents (Inventory)",High Rise,,0,0,0,0,0,11,17,20,23,25,29,35,42,51,63,77,93,100,100,100,100,100,100,100,100,100,100,100,100,357,1,1,1,1,414
IND1,I1LN,USACE - Galveston,"Average Heavy Industrial, Contents (Equipment/Inventory)",Low Rise,,0,0,0,0,0,15,24,34,41,47,52,57,60,63,64,66,68,69,72,73,73,73,74,74,74,74,75,75,75,358,,1,1,1,415
IND1,I1LB,USACE - Galveston,"Average Heavy Industrial, Contents (Equipment/Inventory)",Low Rise,,0,0,0,0,0,15,24,34,41,47,52,57,60,63,64,66,68,69,72,73,73,73,74,74,74,74,75,75,75,358,1,1,1,1,416
IND1,I1MN,USACE - Galveston,"Average Heavy Industrial, Contents (Equipment/Inventory)",Mid Rise,,0,0,0,0,0,15,24,34,41,47,52,57,60,63,64,66,68,69,72,73,73,73,74,74,74,74,75,75,75,358,,1,1,1,417
IND1,I1MB,USACE - Galveston,"Average Heavy Industrial, Contents (Equipment/Inventory)",Mid Rise,,0,0,0,0,0,15,24,34,41,47,52,57,60,63,64,66,68,69,72,73,73,73,74,74,74,74,75,75,75,358,1,1,1,1,418
IND1,I1HN,USACE - Galveston,"Average Heavy Industrial, Contents (Equipment/Inventory)",High Rise,,0,0,0,0,0,15,24,34,41,47,52,57,60,63,64,66,68,69,72,73,73,73,74,74,74,74,75,75,75,358,,1,1,1,419
IND1,I1HB,USACE - Galveston,"Average Heavy Industrial, Contents (Equipment/Inventory)",High Rise,,0,0,0,0,0,15,24,34,41,47,52,57,60,63,64,66,68,69,72,73,73,73,74,74,74,74,75,75,75,358,1,1,1,1,420
IND2,I2LN,USACE - Galveston,"Average Light Industrial, Contents (Equipment/Inventory)",Low Rise,,0,0,0,0,0,9,23,35,44,52,58,62,65,68,70,73,74,77,78,78,79,80,80,80,80,81,81,81,81,384,,1,1,1,421
IND2,I2LB,USACE - Galveston,"Average Light Industrial, Contents (Equipment/Inventory)",Low Rise,,0,0,0,0,0,9,23,35,44,52,58,62,65,68,70,73,74,77,78,78,79,80,80,80,80,81,81,81,81,384,1,1,1,1,422
IND2,I2MN,USACE - Galveston,"Average Light Industrial, Contents (Equipment/Inventory)",Mid Rise,,0,0,0,0,0,9,23,35,44,52,58,62,65,68,70,73,74,77,78,78,79,80,80,80,80,81,81,81,81,384,,1,1,1,423
IND2,I2MB,USACE - Galveston,"Average Light Industrial, Contents (Equipment/Inventory)",Mid Rise,,0,0,0,0,0,9,23,35,44,52,58,62,65,68,70,73,74,77,78,78,79,80,80,80,80,81,81,81,81,384,1,1,1,1,424
IND2,I2HN,USACE - Galveston,"Average Light Industrial, Contents (Equipment/Inventory)",High Rise,,0,0,0,0,0,9,23,35,44,52,58,62,65,68,70,73,74,77,78,78,79,80,80,80,80,81,81,81,81,384,,1,1,1,425
IND2,I2HB,USACE - Galveston,"Average Light Industrial, Contents (Equipment/Inventory)",High Rise,,0,0,0,0,0,9,23,35,44,52,58,62,65,68,70,73,74,77,78,78,79,80,80,80,80,81,81,81,81,384,1,1,1,1,426
IND3,I3LN,USACE - Galveston,"Average Food/Drugs/Chemicals, Contents (Equipment/Inventory)",Low Rise,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,408,,1,1,1,427
IND3,I3LB,USACE - Galveston,"Average Food/Drugs/Chemicals, Contents (Equipment/Inventory)",Low Rise,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,408,1,1,1,1,428
IND3,I3MN,USACE - Galveston,"Average Food/Drugs/Chemicals, Contents (Equipment/Inventory)",Mid Rise,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,408,,1,1,1,429
IND3,I3MB,USACE - Galveston,"Average Food/Drugs/Chemicals, Contents (Equipment/Inventory)",Mid Rise,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,408,1,1,1,1,430
IND3,I3HN,USACE - Galveston,"Average Food/Drugs/Chemicals, Contents (Equipment/Inventory)",High Rise,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,408,,1,1,1,431
IND3,I3HB,USACE - Galveston,"Average Food/Drugs/Chemicals, Contents (Equipment/Inventory)",High Rise,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,408,1,1,1,1,432
IND4,I4LN,USACE - Galveston,"Average Metals/Minerals Processing, Contents (Equipment/Inventory)",Low Rise,,0,0,0,0,15,20,26,31,37,40,44,48,53,56,57,60,62,63,63,63,64,65,65,65,65,65,65,65,65,433,,1,1,1,433
IND4,I4LB,USACE - Galveston,"Average Metals/Minerals Processing, Contents (Equipment/Inventory)",Low Rise,,0,0,0,0,15,20,26,31,37,40,44,48,53,56,57,60,62,63,63,63,64,65,65,65,65,65,65,65,65,433,1,1,1,1,434
IND4,I4MN,USACE - Galveston,"Average Metals/Minerals Processing, Contents (Equipment/Inventory)",Mid Rise,,0,0,0,0,15,20,26,31,37,40,44,48,53,56,57,60,62,63,63,63,64,65,65,65,65,65,65,65,65,433,,1,1,1,435
IND4,I4MB,USACE - Galveston,"Average Metals/Minerals Processing, Contents (Equipment/Inventory)",Mid Rise,,0,0,0,0,15,20,26,31,37,40,44,48,53,56,57,60,62,63,63,63,64,65,65,65,65,65,65,65,65,433,1,1,1,1,436
IND4,I4HN,USACE - Galveston,"Average Metals/Minerals Processing, Contents (Equipment/Inventory)",High Rise,,0,0,0,0,15,20,26,31,37,40,44,48,53,56,57,60,62,63,63,63,64,65,65,65,65,65,65,65,65,433,,1,1,1,437
IND4,I4HB,USACE - Galveston,"Average Metals/Minerals Processing, Contents (Equipment/Inventory)",High Rise,,0,0,0,0,15,20,26,31,37,40,44,48,53,56,57,60,62,63,63,63,64,65,65,65,65,65,65,65,65,433,1,1,1,1,438
IND5,I5LN,USACE - Galveston,"Average High Technology, contents (Equipment/Inventory)",Low Rise,IND3 default,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,442,,1,1,1,439
IND5,I5LB,USACE - Galveston,"Average High Technology, contents (Equipment/Inventory)",Low Rise,IND3 default,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,442,1,1,1,1,440
IND5,I5MN,USACE - Galveston,"Average High Technology, contents (Equipment/Inventory)",Mid Rise,IND3 default,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,442,,1,1,1,441
IND5,I5MB,USACE - Galveston,"Average High Technology, contents (Equipment/Inventory)",Mid Rise,IND3 default,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,442,1,1,1,1,442
IND5,I5HN,USACE - Galveston,"Average High Technology, contents (Equipment/Inventory)",High Rise,IND3 default,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,442,,1,1,1,443
IND5,I5HB,USACE - Galveston,"Average High Technology, contents (Equipment/Inventory)",High Rise,IND3 default,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,442,1,1,1,1,444
IND6,I6LN,USACE - Galveston,"Average Construction, contents (Equipment/Inventory)",Low Rise,,0,0,0,0,0,20,35,47,56,59,66,69,71,72,78,79,80,80,81,81,81,82,82,82,83,83,83,83,83,443,,1,1,1,445
IND6,I6LB,USACE - Galveston,"Average Construction, contents (Equipment/Inventory)",Low Rise,,0,0,0,0,0,20,35,47,56,59,66,69,71,72,78,79,80,80,81,81,81,82,82,82,83,83,83,83,83,443,1,1,1,1,446
IND6,I6MN,USACE - Galveston,"Average Construction, contents (Equipment/Inventory)",Mid Rise,,0,0,0,0,0,20,35,47,56,59,66,69,71,72,78,79,80,80,81,81,81,82,82,82,83,83,83,83,83,443,,1,1,1,447
IND6,I6MB,USACE - Galveston,"Average Construction, contents (Equipment/Inventory)",Mid Rise,,0,0,0,0,0,20,35,47,56,59,66,69,71,72,78,79,80,80,81,81,81,82,82,82,83,83,83,83,83,443,1,1,1,1,448
IND6,I6HN,USACE - Galveston,"Average Construction, contents (Equipment/Inventory)",High Rise,,0,0,0,0,0,20,35,47,56,59,66,69,71,72,78,79,80,80,81,81,81,82,82,82,83,83,83,83,83,443,,1,1,1,449
IND6,I6HB,USACE - Galveston,"Average Construction, contents (Equipment/Inventory)",High Rise,,0,0,0,0,0,20,35,47,56,59,66,69,71,72,78,79,80,80,81,81,81,82,82,82,83,83,83,83,83,443,1,1,1,1,450
AGR1,A1LN,USACE - Galveston,"Average Agriculture, Contents (Equipment/Inventory)",Low Rise,,0,0,0,0,6,20,43,58,65,66,66,67,70,75,76,76,76,77,77,77,78,78,78,79,79,79,79,80,80,460,,1,1,1,451
AGR1,A1LB,USACE - Galveston,"Average Agriculture, Contents (Equipment/Inventory)",Low Rise,,0,0,0,0,6,20,43,58,65,66,66,67,70,75,76,76,76,77,77,77,78,78,78,79,79,79,79,80,80,460,1,1,1,1,452
AGR1,A1MN,USACE - Galveston,"Average Agriculture, Contents (Equipment/Inventory)",Mid Rise,,0,0,0,0,6,20,43,58,65,66,66,67,70,75,76,76,76,77,77,77,78,78,78,79,79,79,79,80,80,460,,1,1,1,453
AGR1,A1MB,USACE - Galveston,"Average Agriculture, Contents (Equipment/Inventory)",Mid Rise,,0,0,0,0,6,20,43,58,65,66,66,67,70,75,76,76,76,77,77,77,78,78,78,79,79,79,79,80,80,460,1,1,1,1,454
AGR1,A1HN,USACE - Galveston,"Average Agriculture, Contents (Equipment/Inventory)",High Rise,,0,0,0,0,6,20,43,58,65,66,66,67,70,75,76,76,76,77,77,77,78,78,78,79,79,79,79,80,80,460,,1,1,1,455
AGR1,A1HB,USACE - Galveston,"Average Agriculture, Contents (Equipment/Inventory)",High Rise,,0,0,0,0,6,20,43,58,65,66,66,67,70,75,76,76,76,77,77,77,78,78,78,79,79,79,79,80,80,460,1,1,1,1,456
REL1,RE1LN,USACE - Galveston,"Church, contents",Low Rise,,0,0,0,0,10,52,72,85,92,95,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,467,,1,1,1,457
REL1,RE1LB,USACE - Galveston,"Church, contents",Low Rise,,0,0,0,0,10,52,72,85,92,95,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,467,1,1,1,1,458
REL1,RE1MN,USACE - Galveston,"Church, contents",Mid Rise,,0,0,0,0,10,52,72,85,92,95,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,467,,1,1,1,459
REL1,RE1MB,USACE - Galveston,"Church, contents",Mid Rise,,0,0,0,0,10,52,72,85,92,95,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,467,1,1,1,1,460
REL1,RE1HN,USACE - Galveston,"Church, contents",High Rise,,0,0,0,0,10,52,72,85,92,95,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,467,,1,1,1,461
REL1,RE1HB,USACE - Galveston,"Church, contents",High Rise,,0,0,0,0,10,52,72,85,92,95,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,467,1,1,1,1,462
GOV1,G1LN,USACE - Galveston,"Average Govt Services, contents (Equipment)",Low Rise,,0,0,0,0,0,30,59,74,83,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,472,,1,1,1,463
GOV1,G1LB,USACE - Galveston,"Average Govt Services, contents (Equipment)",Low Rise,,0,0,0,0,0,30,59,74,83,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,472,1,1,1,1,464
GOV1,G1MN,USACE - Galveston,"Average Govt Services, contents (Equipment)",Mid Rise,,0,0,0,0,0,30,59,74,83,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,472,,1,1,1,465
GOV1,G1MB,USACE - Galveston,"Average Govt Services, contents (Equipment)",Mid Rise,,0,0,0,0,0,30,59,74,83,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,472,1,1,1,1,466
GOV1,G1HN,USACE - Galveston,"Average Govt Services, contents (Equipment)",High Rise,,0,0,0,0,0,30,59,74,83,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,472,,1,1,1,467
GOV1,G1HB,USACE - Galveston,"Average Govt Services, contents (Equipment)",High Rise,,0,0,0,0,0,30,59,74,83,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,472,1,1,1,1,468
GOV2,G2LN,USACE - Galveston,"Average emergency response, contents (Equipment/Inventory)",Low Rise,,0,0,0,0,0,8,20,38,55,70,81,89,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,477,,1,1,1,469
GOV2,G2LB,USACE - Galveston,"Average emergency response, contents (Equipment/Inventory)",Low Rise,,0,0,0,0,0,8,20,38,55,70,81,89,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,477,1,1,1,1,470
GOV2,G2MN,USACE - Galveston,"Average emergency response, contents (Equipment/Inventory)",Mid Rise,,0,0,0,0,0,8,20,38,55,70,81,89,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,477,,1,1,1,471
GOV2,G2MB,USACE - Galveston,"Average emergency response, contents (Equipment/Inventory)",Mid Rise,,0,0,0,0,0,8,20,38,55,70,81,89,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,477,1,1,1,1,472
GOV2,G2HN,USACE - Galveston,"Average emergency response, contents (Equipment/Inventory)",High Rise,,0,0,0,0,0,8,20,38,55,70,81,89,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,477,,1,1,1,473
GOV2,G2HB,USACE - Galveston,"Average emergency response, contents (Equipment/Inventory)",High Rise,,0,0,0,0,0,8,20,38,55,70,81,89,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,477,1,1,1,1,474
EDU1,E1LN,USACE - Galveston,"Average School, contents (Equipment/Inventory)",Low Rise,,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,480,,1,1,1,475
EDU1,E1LB,USACE - Galveston,"Average School, contents (Equipment/Inventory)",Low Rise,,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,480,1,1,1,1,476
EDU1,E1MN,USACE - Galveston,"Average School, contents (Equipment/Inventory)",Mid Rise,,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,480,,1,1,1,477
EDU1,E1MB,USACE - Galveston,"Average School, contents (Equipment/Inventory)",Mid Rise,,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,480,1,1,1,1,478
EDU1,E1HN,USACE - Galveston,"Average School, contents (Equipment/Inventory)",High Rise,,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,480,,1,1,1,479
EDU1,E1HB,USACE - Galveston,"Average School, contents (Equipment/Inventory)",High Rise,,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,480,1,1,1,1,480
EDU2,E2LN,USACE - Galveston,"Average College/University, Contents (Equipment/Inventory)",Low Rise,EDU1 default,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,485,,1,1,1,481
EDU2,E2LB,USACE - Galveston,"Average College/University, Contents (Equipment/Inventory)",Low Rise,EDU1 default,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,485,1,1,1,1,482
EDU2,E2MN,USACE - Galveston,"Average College/University, Contents (Equipment/Inventory)",Mid Rise,EDU1 default,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,485,,1,1,1,483
EDU2,E2MB,USACE - Galveston,"Average College/University, Contents (Equipment/Inventory)",Mid Rise,EDU1 default,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,485,1,1,1,1,484
EDU2,E2HN,USACE - Galveston,"Average College/University, Contents (Equipment/Inventory)",High Rise,EDU1 default,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,485,,1,1,1,485
EDU2,E2HB,USACE - Galveston,"Average College/University, Contents (Equipment/Inventory)",High Rise,EDU1 default,0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,485,1,1,1,1,486
