Occupancy,SpecificOccupId,Source,Description,Stories,Comment,m4,m3,m2,m1,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,DDF_ID,Basement,HazardRiverine,HazardCV,HazardCA,SortOrder
IND1,I1LN,USACE - Galveston,"Average heavy industrial, Structure",Low Rise,,0,0,0,0,1,10,12,15,19,22,26,30,35,39,42,48,50,51,53,54,55,55,56,56,57,57,57,58,58,545,,1,1,1,415
IND1,I1LB,USACE - Galveston,"Average heavy industrial, Structure",Low Rise,,0,0,0,0,1,10,12,15,19,22,26,30,35,39,42,48,50,51,53,54,55,55,56,56,57,57,57,58,58,545,1,1,1,1,416
IND1,I1MN,USACE - Galveston,"Average heavy industrial, Structure",Mid Rise,,0,0,0,0,1,10,12,15,19,22,26,30,35,39,42,48,50,51,53,54,55,55,56,56,57,57,57,58,58,545,,1,1,1,417
IND1,I1MB,USACE - Galveston,"Average heavy industrial, Structure",Mid Rise,,0,0,0,0,1,10,12,15,19,22,26,30,35,39,42,48,50,51,53,54,55,55,56,56,57,57,57,58,58,545,1,1,1,1,418
IND1,I1HN,USACE - Galveston,"Average heavy industrial, Structure",High Rise,,0,0,0,0,1,10,12,15,19,22,26,30,35,39,42,48,50,51,53,54,55,55,56,56,57,57,57,58,58,545,,1,1,1,419
IND1,I1HB,USACE - Galveston,"Average heavy industrial, Structure",High Rise,,0,0,0,0,1,10,12,15,19,22,26,30,35,39,42,48,50,51,53,54,55,55,56,56,57,57,57,58,58,545,1,1,1,1,420
IND2,I2LN,USACE - Galveston,"Average light industrial, structure",Low Rise,,0,0,0,0,1,9,14,17,22,26,30,32,35,37,39,43,46,48,50,51,54,55,57,59,60,62,63,65,66,559,,1,1,1,421
IND2,I2LB,USACE - Galveston,"Average light industrial, structure",Low Rise,,0,0,0,0,1,9,14,17,22,26,30,32,35,37,39,43,46,48,50,51,54,55,57,59,60,62,63,65,66,559,1,1,1,1,422
IND2,I2MN,USACE - Galveston,"Average light industrial, structure",Mid Rise,,0,0,0,0,1,9,14,17,22,26,30,32,35,37,39,43,46,48,50,51,54,55,57,59,60,62,63,65,66,559,,1,1,1,423
IND2,I2MB,USACE - Galveston,"Average light industrial, structure",Mid Rise,,0,0,0,0,1,9,14,17,22,26,30,32,35,37,39,43,46,48,50,51,54,55,57,59,60,62,63,65,66,559,1,1,1,1,424
IND2,I2HN,USACE - Galveston,"Average light industrial, structure",High Rise,,0,0,0,0,1,9,14,17,22,26,30,32,35,37,39,43,46,48,50,51,54,55,57,59,60,62,63,65,66,559,,1,1,1,425
IND2,I2HB,USACE - Galveston,"Average light industrial, structure",High Rise,,0,0,0,0,1,9,14,17,22,26,30,32,35,37,39,43,46,48,50,51,54,55,57,59,60,62,63,65,66,559,1,1,1,1,426
IND3,I3LN,USACE - Galveston,"Average Food/Drug/Chem, Structure",Low Rise,,0,0,0,0,0,13,14,19,22,25,28,30,33,34,36,39,40,42,42,43,43,44,44,44,44,44,45,45,45,575,,1,1,1,427
IND3,I3LB,USACE - Galveston,"Average Food/Drug/Chem, Structure",Low Rise,,0,0,0,0,0,13,14,19,22,25,28,30,33,34,36,39,40,42,42,43,43,44,44,44,44,44,45,45,45,575,1,1,1,1,428
IND3,I3MN,USACE - Galveston,"Average Food/Drug/Chem, Structure",Mid Rise,,0,0,0,0,0,13,14,19,22,25,28,30,33,34,36,39,40,42,42,43,43,44,44,44,44,44,45,45,45,575,,1,1,1,429
IND3,I3MB,USACE - Galveston,"Average Food/Drug/Chem, Structure",Mid Rise,,0,0,0,0,0,13,14,19,22,25,28,30,33,34,36,39,40,42,42,43,43,44,44,44,44,44,45,45,45,575,1,1,1,1,430
IND3,I3HN,USACE - Galveston,"Average Food/Drug/Chem, Structure",High Rise,,0,0,0,0,0,13,14,19,22,25,28,30,33,34,36,39,40,42,42,43,43,44,44,44,44,44,45,45,45,575,,1,1,1,431
IND3,I3HB,USACE - Galveston,"Average Food/Drug/Chem, Structure",High Rise,,0,0,0,0,0,13,14,19,22,25,28,30,33,34,36,39,40,42,42,43,43,44,44,44,44,44,45,45,45,575,1,1,1,1,432
IND4,I4LN,USACE - Galveston,"Average Metals/Minerals processing, structure",Low Rise,,0,0,0,0,0,10,14,18,22,26,34,41,42,42,45,47,49,50,50,50,50,50,50,50,50,50,50,50,50,586,,1,1,1,433
IND4,I4LB,USACE - Galveston,"Average Metals/Minerals processing, structure",Low Rise,,0,0,0,0,0,10,14,18,22,26,34,41,42,42,45,47,49,50,50,50,50,50,50,50,50,50,50,50,50,586,1,1,1,1,434
IND4,I4MN,USACE - Galveston,"Average Metals/Minerals processing, structure",Mid Rise,,0,0,0,0,0,10,14,18,22,26,34,41,42,42,45,47,49,50,50,50,50,50,50,50,50,50,50,50,50,586,,1,1,1,435
IND4,I4MB,USACE - Galveston,"Average Metals/Minerals processing, structure",Mid Rise,,0,0,0,0,0,10,14,18,22,26,34,41,42,42,45,47,49,50,50,50,50,50,50,50,50,50,50,50,50,586,1,1,1,1,436
IND4,I4HN,USACE - Galveston,"Average Metals/Minerals processing, structure",High Rise,,0,0,0,0,0,10,14,18,22,26,34,41,42,42,45,47,49,50,50,50,50,50,50,50,50,50,50,50,50,586,,1,1,1,437
IND4,I4HB,USACE - Galveston,"Average Metals/Minerals processing, structure",High Rise,,0,0,0,0,0,10,14,18,22,26,34,41,42,42,45,47,49,50,50,50,50,50,50,50,50,50,50,50,50,586,1,1,1,1,438
IND5,I5LN,USACE - Galveston,"Average High Technology, structure",Low Rise,IND3 Default,0,0,0,0,0,13,14,19,22,25,28,30,33,34,36,39,40,42,42,43,43,44,44,44,44,44,45,45,45,591,,1,1,1,439
IND5,I5LB,USACE - Galveston,"Average High Technology, structure",Low Rise,IND3 Default,0,0,0,0,0,13,14,19,22,25,28,30,33,34,36,39,40,42,42,43,43,44,44,44,44,44,45,45,45,591,1,1,1,1,440
IND5,I5MN,USACE - Galveston,"Average High Technology, structure",Mid Rise,IND3 Default,0,0,0,0,0,13,14,19,22,25,28,30,33,34,36,39,40,42,42,43,43,44,44,44,44,44,45,45,45,591,,1,1,1,441
IND5,I5MB,USACE - Galveston,"Average High Technology, structure",Mid Rise,IND3 Default,0,0,0,0,0,13,14,19,22,25,28,30,33,34,36,39,40,42,42,43,43,44,44,44,44,44,45,45,45,591,1,1,1,1,442
IND5,I5HN,USACE - Galveston,"Average High Technology, structure",High Rise,IND3 Default,0,0,0,0,0,13,14,19,22,25,28,30,33,34,36,39,40,42,42,43,43,44,44,44,44,44,45,45,45,591,,1,1,1,443
IND5,I5HB,USACE - Galveston,"Average High Technology, structure",High Rise,IND3 Default,0,0,0,0,0,13,14,19,22,25,28,30,33,34,36,39,40,42,42,43,43,44,44,44,44,44,45,45,45,591,1,1,1,1,444
IND6,I6LN,USACE - Galveston,"Average Construction, structure",Low Rise,,0,0,0,0,0,22,31,37,43,47,50,54,57,61,63,64,65,67,68,69,70,71,72,73,74,75,76,76,77,592,,1,1,1,445
IND6,I6LB,USACE - Galveston,"Average Construction, structure",Low Rise,,0,0,0,0,0,22,31,37,43,47,50,54,57,61,63,64,65,67,68,69,70,71,72,73,74,75,76,76,77,592,1,1,1,1,446
IND6,I6MN,USACE - Galveston,"Average Construction, structure",Mid Rise,,0,0,0,0,0,22,31,37,43,47,50,54,57,61,63,64,65,67,68,69,70,71,72,73,74,75,76,76,77,592,,1,1,1,447
IND6,I6MB,USACE - Galveston,"Average Construction, structure",Mid Rise,,0,0,0,0,0,22,31,37,43,47,50,54,57,61,63,64,65,67,68,69,70,71,72,73,74,75,76,76,77,592,1,1,1,1,448
IND6,I6HN,USACE - Galveston,"Average Construction, structure",High Rise,,0,0,0,0,0,22,31,37,43,47,50,54,57,61,63,64,65,67,68,69,70,71,72,73,74,75,76,76,77,592,,1,1,1,449
IND6,I6HB,USACE - Galveston,"Average Construction, structure",High Rise,,0,0,0,0,0,22,31,37,43,47,50,54,57,61,63,64,65,67,68,69,70,71,72,73,74,75,76,76,77,592,1,1,1,1,450
AGR1,A1LN,USACE - Galveston,"Average Agriculture, structure",Low Rise,,0,0,0,0,0,6,11,15,19,25,30,35,41,46,51,57,63,70,75,79,82,84,87,89,90,92,93,95,96,616,,1,1,1,451
AGR1,A1LB,USACE - Galveston,"Average Agriculture, structure",Low Rise,,0,0,0,0,0,6,11,15,19,25,30,35,41,46,51,57,63,70,75,79,82,84,87,89,90,92,93,95,96,616,1,1,1,1,452
AGR1,A1MN,USACE - Galveston,"Average Agriculture, structure",Mid Rise,,0,0,0,0,0,6,11,15,19,25,30,35,41,46,51,57,63,70,75,79,82,84,87,89,90,92,93,95,96,616,,1,1,1,453
AGR1,A1MB,USACE - Galveston,"Average Agriculture, structure",Mid Rise,,0,0,0,0,0,6,11,15,19,25,30,35,41,46,51,57,63,70,75,79,82,84,87,89,90,92,93,95,96,616,1,1,1,1,454
AGR1,A1HN,USACE - Galveston,"Average Agriculture, structure",High Rise,,0,0,0,0,0,6,11,15,19,25,30,35,41,46,51,57,63,70,75,79,82,84,87,89,90,92,93,95,96,616,,1,1,1,455
AGR1,A1HB,USACE - Galveston,"Average Agriculture, structure",High Rise,,0,0,0,0,0,6,11,15,19,25,30,35,41,46,51,57,63,70,75,79,82,84,87,89,90,92,93,95,96,616,1,1,1,1,456
REL1,RE1LN,USACE - Galveston,"Church, structure",Low Rise,,0,0,0,0,0,10,11,11,12,12,13,14,14,15,17,19,24,30,38,45,52,58,64,69,74,78,82,85,88,624,,1,1,1,457
REL1,RE1LB,USACE - Galveston,"Church, structure",Low Rise,,0,0,0,0,0,10,11,11,12,12,13,14,14,15,17,19,24,30,38,45,52,58,64,69,74,78,82,85,88,624,1,1,1,1,458
REL1,RE1MN,USACE - Galveston,"Church, structure",Mid Rise,,0,0,0,0,0,10,11,11,12,12,13,14,14,15,17,19,24,30,38,45,52,58,64,69,74,78,82,85,88,624,,1,1,1,459
REL1,RE1MB,USACE - Galveston,"Church, structure",Mid Rise,,0,0,0,0,0,10,11,11,12,12,13,14,14,15,17,19,24,30,38,45,52,58,64,69,74,78,82,85,88,624,1,1,1,1,460
REL1,RE1HN,USACE - Galveston,"Church, structure",High Rise,,0,0,0,0,0,10,11,11,12,12,13,14,14,15,17,19,24,30,38,45,52,58,64,69,74,78,82,85,88,624,,1,1,1,461
REL1,RE1HB,USACE - Galveston,"Church, structure",High Rise,,0,0,0,0,0,10,11,11,12,12,13,14,14,15,17,19,24,30,38,45,52,58,64,69,74,78,82,85,88,624,1,1,1,1,462
GOV1,G1LN,USACE - Galveston,"Average government services, structure",Low Rise,,0,0,0,0,0,5,8,13,14,14,15,17,19,22,26,31,37,44,51,59,65,70,74,79,83,87,91,95,98,631,,1,1,1,463
GOV1,G1LB,USACE - Galveston,"Average government services, structure",Low Rise,,0,0,0,0,0,5,8,13,14,14,15,17,19,22,26,31,37,44,51,59,65,70,74,79,83,87,91,95,98,631,1,1,1,1,464
GOV1,G1MN,USACE - Galveston,"Average government services, structure",Mid Rise,,0,0,0,0,0,5,8,13,14,14,15,17,19,22,26,31,37,44,51,59,65,70,74,79,83,87,91,95,98,631,,1,1,1,465
GOV1,G1MB,USACE - Galveston,"Average government services, structure",Mid Rise,,0,0,0,0,0,5,8,13,14,14,15,17,19,22,26,31,37,44,51,59,65,70,74,79,83,87,91,95,98,631,1,1,1,1,466
GOV1,G1HN,USACE - Galveston,"Average government services, structure",High Rise,,0,0,0,0,0,5,8,13,14,14,15,17,19,22,26,31,37,44,51,59,65,70,74,79,83,87,91,95,98,631,,1,1,1,467
GOV1,G1HB,USACE - Galveston,"Average government services, structure",High Rise,,0,0,0,0,0,5,8,13,14,14,15,17,19,22,26,31,37,44,51,59,65,70,74,79,83,87,91,95,98,631,1,1,1,1,468
GOV2,G2LN,USACE - Galveston,"Average emergency response, Structure",Low Rise,,0,0,0,0,0,7,10,11,12,15,17,20,23,27,31,35,40,44,48,52,56,60,64,68,72,76,80,84,88,640,,1,1,1,469
GOV2,G2LB,USACE - Galveston,"Average emergency response, Structure",Low Rise,,0,0,0,0,0,7,10,11,12,15,17,20,23,27,31,35,40,44,48,52,56,60,64,68,72,76,80,84,88,640,1,1,1,1,470
GOV2,G2MN,USACE - Galveston,"Average emergency response, Structure",Mid Rise,,0,0,0,0,0,7,10,11,12,15,17,20,23,27,31,35,40,44,48,52,56,60,64,68,72,76,80,84,88,640,,1,1,1,471
GOV2,G2MB,USACE - Galveston,"Average emergency response, Structure",Mid Rise,,0,0,0,0,0,7,10,11,12,15,17,20,23,27,31,35,40,44,48,52,56,60,64,68,72,76,80,84,88,640,1,1,1,1,472
GOV2,G2HN,USACE - Galveston,"Average emergency response, Structure",High Rise,,0,0,0,0,0,7,10,11,12,15,17,20,23,27,31,35,40,44,48,52,56,60,64,68,72,76,80,84,88,640,,1,1,1,473
GOV2,G2HB,USACE - Galveston,"Average emergency response, Structure",High Rise,,0,0,0,0,0,7,10,11,12,15,17,20,23,27,31,35,40,44,48,52,56,60,64,68,72,76,80,84,88,640,1,1,1,1,474
EDU1,E1LN,USACE - Galveston,"Average school, structure",Low Rise,,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,643,,1,1,1,475
EDU1,E1LB,USACE - Galveston,"Average school, structure",Low Rise,,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,643,1,1,1,1,476
EDU1,E1MN,USACE - Galveston,"Average school, structure",Mid Rise,,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,643,,1,1,1,477
EDU1,E1MB,USACE - Galveston,"Average school, structure",Mid Rise,,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,643,1,1,1,1,478
EDU1,E1HN,USACE - Galveston,"Average school, structure",High Rise,,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,643,,1,1,1,479
EDU1,E1HB,USACE - Galveston,"Average school, structure",High Rise,,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,643,1,1,1,1,480
EDU2,E2LN,USACE - Galveston,"Average college/university, structure",Low Rise,EDU1 default,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,652,,1,1,1,481
EDU2,E2LB,USACE - Galveston,"Average college/university, structure",Low Rise,EDU1 default,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,652,1,1,1,1,482
EDU2,E2MN,USACE - Galveston,"Average college/university, structure",Mid Rise,EDU1 default,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,652,,1,1,1,483
EDU2,E2MB,USACE - Galveston,"Average college/university, structure",Mid Rise,EDU1 default,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,652,1,1,1,1,484
EDU2,E2HN,USACE - Galveston,"Average college/university, structure",High Rise,EDU1 default,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,652,,1,1,1,485
EDU2,E2HB,USACE - Galveston,"Average college/university, structure",High Rise,EDU1 default,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,652,1,1,1,1,486
